# Starting date:             2015-05-16 16:32:19
# Cluster job name:          fribourg.m1.m2.goal
# Cluster job ID:            7369704
# Cluster node:              hnode03
# Cluster queue:             mpi.q
# GOAL command:              complement -m fribourg -m1 -m2
# Input data:                goal.tar.gz
# Memory limit (Java heap):  1G
# Timeout (CPU time):        600s
id,states,timeout,memout,cpu_time,real_time,dt,da,file
151,339,N,N,3.003,2.443,1.0,0.2,s15_t1.0_a0.2_051.gff
152,174,N,N,2.721,4.804,1.0,0.2,s15_t1.0_a0.2_052.gff
153,466,N,N,3.113,2.728,1.0,0.2,s15_t1.0_a0.2_053.gff
154,1354,N,N,4.821,4.167,1.0,0.2,s15_t1.0_a0.2_054.gff
155,623,N,N,3.459,9.360,1.0,0.2,s15_t1.0_a0.2_055.gff
156,439,N,N,3.142,1.814,1.0,0.2,s15_t1.0_a0.2_056.gff
157,88,N,N,2.504,4.299,1.0,0.2,s15_t1.0_a0.2_057.gff
158,64,N,N,2.453,9.967,1.0,0.2,s15_t1.0_a0.2_058.gff
159,28,N,N,2.345,1.406,1.0,0.2,s15_t1.0_a0.2_059.gff
160,1207,N,N,4.234,3.835,1.0,0.2,s15_t1.0_a0.2_060.gff
161,29,N,N,2.340,2.669,1.0,0.2,s15_t1.0_a0.2_061.gff
162,193,N,N,2.781,1.802,1.0,0.2,s15_t1.0_a0.2_062.gff
163,185,N,N,2.711,12.798,1.0,0.2,s15_t1.0_a0.2_063.gff
164,79,N,N,2.414,1.479,1.0,0.2,s15_t1.0_a0.2_064.gff
165,96,N,N,2.501,11.728,1.0,0.2,s15_t1.0_a0.2_065.gff
166,959,N,N,3.963,4.706,1.0,0.2,s15_t1.0_a0.2_066.gff
167,1041,N,N,3.949,2.791,1.0,0.2,s15_t1.0_a0.2_067.gff
168,85,N,N,2.437,6.658,1.0,0.2,s15_t1.0_a0.2_068.gff
169,306,N,N,3.027,3.803,1.0,0.2,s15_t1.0_a0.2_069.gff
170,222,N,N,2.903,5.217,1.0,0.2,s15_t1.0_a0.2_070.gff
171,64,N,N,2.430,7.880,1.0,0.2,s15_t1.0_a0.2_071.gff
172,368,N,N,3.055,6.098,1.0,0.2,s15_t1.0_a0.2_072.gff
173,15,N,N,2.365,2.330,1.0,0.2,s15_t1.0_a0.2_073.gff
174,929,N,N,3.886,2.218,1.0,0.2,s15_t1.0_a0.2_074.gff
175,340,N,N,3.048,7.940,1.0,0.2,s15_t1.0_a0.2_075.gff
176,259,N,N,2.946,1.621,1.0,0.2,s15_t1.0_a0.2_076.gff
177,63,N,N,2.494,4.550,1.0,0.2,s15_t1.0_a0.2_077.gff
178,107,N,N,2.642,7.645,1.0,0.2,s15_t1.0_a0.2_078.gff
179,50,N,N,2.462,4.405,1.0,0.2,s15_t1.0_a0.2_079.gff
180,1766,N,N,5.428,3.264,1.0,0.2,s15_t1.0_a0.2_080.gff
181,854,N,N,3.753,2.809,1.0,0.2,s15_t1.0_a0.2_081.gff
182,719,N,N,3.706,3.699,1.0,0.2,s15_t1.0_a0.2_082.gff
183,124,N,N,2.627,2.417,1.0,0.2,s15_t1.0_a0.2_083.gff
184,94,N,N,2.513,2.756,1.0,0.2,s15_t1.0_a0.2_084.gff
185,28,N,N,2.356,3.040,1.0,0.2,s15_t1.0_a0.2_085.gff
186,754,N,N,3.734,2.159,1.0,0.2,s15_t1.0_a0.2_086.gff
187,1565,N,N,5.109,2.895,1.0,0.2,s15_t1.0_a0.2_087.gff
188,1269,N,N,4.877,4.249,1.0,0.2,s15_t1.0_a0.2_088.gff
189,204,N,N,2.903,5.220,1.0,0.2,s15_t1.0_a0.2_089.gff
190,37,N,N,2.406,3.164,1.0,0.2,s15_t1.0_a0.2_090.gff
191,106,N,N,2.631,1.843,1.0,0.2,s15_t1.0_a0.2_091.gff
192,99,N,N,2.593,1.757,1.0,0.2,s15_t1.0_a0.2_092.gff
193,345,N,N,3.028,1.755,1.0,0.2,s15_t1.0_a0.2_093.gff
194,570,N,N,3.462,1.954,1.0,0.2,s15_t1.0_a0.2_094.gff
195,144,N,N,2.713,3.325,1.0,0.2,s15_t1.0_a0.2_095.gff
196,89,N,N,2.534,2.580,1.0,0.2,s15_t1.0_a0.2_096.gff
197,452,N,N,3.239,3.475,1.0,0.2,s15_t1.0_a0.2_097.gff
198,643,N,N,3.473,2.243,1.0,0.2,s15_t1.0_a0.2_098.gff
199,68,N,N,2.368,2.798,1.0,0.2,s15_t1.0_a0.2_099.gff
200,153,N,N,2.698,1.642,1.0,0.2,s15_t1.0_a0.2_100.gff
201,71,N,N,2.488,3.167,1.0,0.3,s15_t1.0_a0.3_001.gff
202,118,N,N,2.598,7.896,1.0,0.3,s15_t1.0_a0.3_002.gff
203,337,N,N,3.056,2.104,1.0,0.3,s15_t1.0_a0.3_003.gff
204,408,N,N,3.205,2.326,1.0,0.3,s15_t1.0_a0.3_004.gff
205,1645,N,N,5.427,3.637,1.0,0.3,s15_t1.0_a0.3_005.gff
206,284,N,N,3.023,5.702,1.0,0.3,s15_t1.0_a0.3_006.gff
207,100,N,N,2.480,2.266,1.0,0.3,s15_t1.0_a0.3_007.gff
208,264,N,N,2.925,1.896,1.0,0.3,s15_t1.0_a0.3_008.gff
209,533,N,N,3.354,2.890,1.0,0.3,s15_t1.0_a0.3_009.gff
210,1604,N,N,5.125,3.552,1.0,0.3,s15_t1.0_a0.3_010.gff
211,151,N,N,2.624,5.130,1.0,0.3,s15_t1.0_a0.3_011.gff
212,34,N,N,2.365,1.449,1.0,0.3,s15_t1.0_a0.3_012.gff
213,129,N,N,2.731,4.948,1.0,0.3,s15_t1.0_a0.3_013.gff
214,85,N,N,2.500,4.563,1.0,0.3,s15_t1.0_a0.3_014.gff
215,455,N,N,3.309,1.926,1.0,0.3,s15_t1.0_a0.3_015.gff
216,86,N,N,2.573,3.702,1.0,0.3,s15_t1.0_a0.3_016.gff
217,83,N,N,2.427,1.337,1.0,0.3,s15_t1.0_a0.3_017.gff
218,499,N,N,3.412,1.974,1.0,0.3,s15_t1.0_a0.3_018.gff
219,620,N,N,3.646,2.955,1.0,0.3,s15_t1.0_a0.3_019.gff
220,6,N,N,2.314,1.617,1.0,0.3,s15_t1.0_a0.3_020.gff
221,8,N,N,2.284,2.867,1.0,0.3,s15_t1.0_a0.3_021.gff
222,27,N,N,2.337,4.736,1.0,0.3,s15_t1.0_a0.3_022.gff
223,121,N,N,2.584,1.845,1.0,0.3,s15_t1.0_a0.3_023.gff
224,22,N,N,2.338,2.689,1.0,0.3,s15_t1.0_a0.3_024.gff
225,152,N,N,2.730,2.432,1.0,0.3,s15_t1.0_a0.3_025.gff
226,2154,N,N,5.723,7.538,1.0,0.3,s15_t1.0_a0.3_026.gff
227,175,N,N,2.834,2.530,1.0,0.3,s15_t1.0_a0.3_027.gff
228,309,N,N,2.993,3.953,1.0,0.3,s15_t1.0_a0.3_028.gff
229,178,N,N,2.612,1.422,1.0,0.3,s15_t1.0_a0.3_029.gff
230,17,N,N,2.381,3.258,1.0,0.3,s15_t1.0_a0.3_030.gff
231,259,N,N,2.911,1.592,1.0,0.3,s15_t1.0_a0.3_031.gff
232,21,N,N,2.295,1.241,1.0,0.3,s15_t1.0_a0.3_032.gff
233,897,N,N,3.777,5.252,1.0,0.3,s15_t1.0_a0.3_033.gff
234,55,N,N,2.373,9.100,1.0,0.3,s15_t1.0_a0.3_034.gff
235,846,N,N,3.818,3.313,1.0,0.3,s15_t1.0_a0.3_035.gff
236,5442,N,N,11.726,9.205,1.0,0.3,s15_t1.0_a0.3_036.gff
237,77,N,N,2.419,2.470,1.0,0.3,s15_t1.0_a0.3_037.gff
238,2184,N,N,5.929,4.651,1.0,0.3,s15_t1.0_a0.3_038.gff
239,21,N,N,2.260,8.761,1.0,0.3,s15_t1.0_a0.3_039.gff
240,552,N,N,3.626,3.365,1.0,0.3,s15_t1.0_a0.3_040.gff
241,475,N,N,3.227,1.740,1.0,0.3,s15_t1.0_a0.3_041.gff
242,135,N,N,2.605,3.257,1.0,0.3,s15_t1.0_a0.3_042.gff
243,371,N,N,3.229,4.505,1.0,0.3,s15_t1.0_a0.3_043.gff
244,162,N,N,2.662,2.128,1.0,0.3,s15_t1.0_a0.3_044.gff
245,100,N,N,2.518,2.222,1.0,0.3,s15_t1.0_a0.3_045.gff
246,339,N,N,3.166,5.911,1.0,0.3,s15_t1.0_a0.3_046.gff
247,131,N,N,2.685,2.707,1.0,0.3,s15_t1.0_a0.3_047.gff
248,37,N,N,2.313,1.927,1.0,0.3,s15_t1.0_a0.3_048.gff
249,294,N,N,2.972,5.379,1.0,0.3,s15_t1.0_a0.3_049.gff
250,161,N,N,2.667,4.745,1.0,0.3,s15_t1.0_a0.3_050.gff
251,30,N,N,2.333,5.132,1.0,0.3,s15_t1.0_a0.3_051.gff
252,453,N,N,3.157,3.451,1.0,0.3,s15_t1.0_a0.3_052.gff
253,83,N,N,2.363,3.359,1.0,0.3,s15_t1.0_a0.3_053.gff
254,357,N,N,3.180,6.734,1.0,0.3,s15_t1.0_a0.3_054.gff
255,172,N,N,2.724,4.609,1.0,0.3,s15_t1.0_a0.3_055.gff
256,391,N,N,3.065,2.938,1.0,0.3,s15_t1.0_a0.3_056.gff
257,1607,N,N,5.162,4.797,1.0,0.3,s15_t1.0_a0.3_057.gff
258,641,N,N,3.493,7.238,1.0,0.3,s15_t1.0_a0.3_058.gff
259,216,N,N,2.838,5.486,1.0,0.3,s15_t1.0_a0.3_059.gff
260,489,N,N,3.407,4.070,1.0,0.3,s15_t1.0_a0.3_060.gff
261,1412,N,N,4.907,2.462,1.0,0.3,s15_t1.0_a0.3_061.gff
262,52,N,N,2.347,5.409,1.0,0.3,s15_t1.0_a0.3_062.gff
263,79,N,N,2.571,2.702,1.0,0.3,s15_t1.0_a0.3_063.gff
264,745,N,N,3.775,3.229,1.0,0.3,s15_t1.0_a0.3_064.gff
265,179,N,N,2.740,4.874,1.0,0.3,s15_t1.0_a0.3_065.gff
266,1377,N,N,4.452,11.706,1.0,0.3,s15_t1.0_a0.3_066.gff
267,5,N,N,2.326,4.090,1.0,0.3,s15_t1.0_a0.3_067.gff
268,349,N,N,3.090,1.934,1.0,0.3,s15_t1.0_a0.3_068.gff
269,111,N,N,2.673,3.990,1.0,0.3,s15_t1.0_a0.3_069.gff
270,49,N,N,2.437,2.266,1.0,0.3,s15_t1.0_a0.3_070.gff
271,3483,N,N,8.937,11.219,1.0,0.3,s15_t1.0_a0.3_071.gff
272,31900,N,N,164.453,156.074,1.0,0.3,s15_t1.0_a0.3_072.gff
273,1377,N,N,4.924,4.361,1.0,0.3,s15_t1.0_a0.3_073.gff
274,189,N,N,2.776,6.170,1.0,0.3,s15_t1.0_a0.3_074.gff
275,695,N,N,3.576,3.198,1.0,0.3,s15_t1.0_a0.3_075.gff
276,67,N,N,2.460,4.274,1.0,0.3,s15_t1.0_a0.3_076.gff
277,1199,N,N,4.782,4.488,1.0,0.3,s15_t1.0_a0.3_077.gff
278,462,N,N,3.358,2.485,1.0,0.3,s15_t1.0_a0.3_078.gff
279,420,N,N,3.162,7.170,1.0,0.3,s15_t1.0_a0.3_079.gff
280,361,N,N,3.076,3.442,1.0,0.3,s15_t1.0_a0.3_080.gff
281,120,N,N,2.505,1.924,1.0,0.3,s15_t1.0_a0.3_081.gff
282,190,N,N,2.842,4.952,1.0,0.3,s15_t1.0_a0.3_082.gff
283,1023,N,N,4.450,2.457,1.0,0.3,s15_t1.0_a0.3_083.gff
284,56,N,N,2.399,2.360,1.0,0.3,s15_t1.0_a0.3_084.gff
285,244,N,N,2.909,3.233,1.0,0.3,s15_t1.0_a0.3_085.gff
286,79,N,N,2.453,1.327,1.0,0.3,s15_t1.0_a0.3_086.gff
287,32,N,N,2.365,1.958,1.0,0.3,s15_t1.0_a0.3_087.gff
288,46,N,N,2.413,2.010,1.0,0.3,s15_t1.0_a0.3_088.gff
289,64,N,N,2.413,3.149,1.0,0.3,s15_t1.0_a0.3_089.gff
290,315,N,N,3.029,3.681,1.0,0.3,s15_t1.0_a0.3_090.gff
291,40,N,N,2.357,1.429,1.0,0.3,s15_t1.0_a0.3_091.gff
292,366,N,N,3.162,2.654,1.0,0.3,s15_t1.0_a0.3_092.gff
293,1792,N,N,5.304,2.864,1.0,0.3,s15_t1.0_a0.3_093.gff
294,178,N,N,2.762,3.597,1.0,0.3,s15_t1.0_a0.3_094.gff
295,458,N,N,3.198,3.010,1.0,0.3,s15_t1.0_a0.3_095.gff
296,118,N,N,2.542,3.558,1.0,0.3,s15_t1.0_a0.3_096.gff
297,355,N,N,3.014,1.625,1.0,0.3,s15_t1.0_a0.3_097.gff
298,81,N,N,2.408,2.155,1.0,0.3,s15_t1.0_a0.3_098.gff
299,794,N,N,3.783,3.218,1.0,0.3,s15_t1.0_a0.3_099.gff
300,103,N,N,2.548,4.431,1.0,0.3,s15_t1.0_a0.3_100.gff
301,416,N,N,3.096,2.704,1.0,0.4,s15_t1.0_a0.4_001.gff
302,213,N,N,2.874,4.096,1.0,0.4,s15_t1.0_a0.4_002.gff
303,73,N,N,2.482,1.452,1.0,0.4,s15_t1.0_a0.4_003.gff
304,150,N,N,2.692,1.505,1.0,0.4,s15_t1.0_a0.4_004.gff
305,33,N,N,2.298,1.241,1.0,0.4,s15_t1.0_a0.4_005.gff
306,2742,N,N,8.247,10.313,1.0,0.4,s15_t1.0_a0.4_006.gff
307,46,N,N,2.376,1.412,1.0,0.4,s15_t1.0_a0.4_007.gff
308,45,N,N,2.417,2.583,1.0,0.4,s15_t1.0_a0.4_008.gff
309,1319,N,N,4.815,2.521,1.0,0.4,s15_t1.0_a0.4_009.gff
310,9,N,N,2.282,1.232,1.0,0.4,s15_t1.0_a0.4_010.gff
311,21,N,N,2.353,4.292,1.0,0.4,s15_t1.0_a0.4_011.gff
312,222,N,N,2.824,1.587,1.0,0.4,s15_t1.0_a0.4_012.gff
313,158,N,N,2.738,5.070,1.0,0.4,s15_t1.0_a0.4_013.gff
314,172,N,N,2.854,1.904,1.0,0.4,s15_t1.0_a0.4_014.gff
