# Starting date:             2015-06-04 20:40:43
# Cluster job name:          fribourg.r.goal
# Cluster job ID:            9183489
# Cluster node:              hnode30
# Cluster queue:             mpi.q
# GOAL command:              complement -m fribourg -r
# Input data:                goal.tar.gz
# Memory limit (Java heap):  1G
# Timeout (CPU time):        600s
id,states,timeout,memout,cpu_time,real_time,dt,da,file
144,326,N,N,3.318,1.805,1.0,0.2,s15_t1.0_a0.2_044.gff
145,311,N,N,3.350,1.824,1.0,0.2,s15_t1.0_a0.2_045.gff
146,348,N,N,4.471,2.349,1.0,0.2,s15_t1.0_a0.2_046.gff
147,1092,N,N,16.279,10.802,1.0,0.2,s15_t1.0_a0.2_047.gff
148,12,N,N,2.306,1.233,1.0,0.2,s15_t1.0_a0.2_048.gff
149,130,N,N,3.299,1.788,1.0,0.2,s15_t1.0_a0.2_049.gff
150,782,N,N,4.724,2.348,1.0,0.2,s15_t1.0_a0.2_050.gff
151,213,N,N,3.005,1.607,1.0,0.2,s15_t1.0_a0.2_051.gff
152,119,N,N,2.642,1.436,1.0,0.2,s15_t1.0_a0.2_052.gff
153,262,N,N,3.256,1.750,1.0,0.2,s15_t1.0_a0.2_053.gff
154,1052,N,N,5.454,2.630,1.0,0.2,s15_t1.0_a0.2_054.gff
155,509,N,N,3.619,1.966,1.0,0.2,s15_t1.0_a0.2_055.gff
156,222,N,N,3.177,1.715,1.0,0.2,s15_t1.0_a0.2_056.gff
157,23,N,N,2.491,1.344,1.0,0.2,s15_t1.0_a0.2_057.gff
158,63,N,N,2.516,1.369,1.0,0.2,s15_t1.0_a0.2_058.gff
159,24,N,N,2.366,1.281,1.0,0.2,s15_t1.0_a0.2_059.gff
160,994,N,N,5.499,2.710,1.0,0.2,s15_t1.0_a0.2_060.gff
161,29,N,N,2.329,1.259,1.0,0.2,s15_t1.0_a0.2_061.gff
162,155,N,N,2.680,1.447,1.0,0.2,s15_t1.0_a0.2_062.gff
163,73,N,N,2.611,1.422,1.0,0.2,s15_t1.0_a0.2_063.gff
164,58,N,N,2.450,1.323,1.0,0.2,s15_t1.0_a0.2_064.gff
165,61,N,N,2.491,1.346,1.0,0.2,s15_t1.0_a0.2_065.gff
166,904,N,N,4.812,2.399,1.0,0.2,s15_t1.0_a0.2_066.gff
167,543,N,N,4.963,2.601,1.0,0.2,s15_t1.0_a0.2_067.gff
168,26,N,N,2.420,1.297,1.0,0.2,s15_t1.0_a0.2_068.gff
169,255,N,N,2.919,1.613,1.0,0.2,s15_t1.0_a0.2_069.gff
170,4,N,N,2.761,1.465,1.0,0.2,s15_t1.0_a0.2_070.gff
171,40,N,N,2.344,1.268,1.0,0.2,s15_t1.0_a0.2_071.gff
172,287,N,N,3.014,1.635,1.0,0.2,s15_t1.0_a0.2_072.gff
173,6,N,N,2.271,1.215,1.0,0.2,s15_t1.0_a0.2_073.gff
174,193,N,N,4.381,2.352,1.0,0.2,s15_t1.0_a0.2_074.gff
175,213,N,N,3.020,1.627,1.0,0.2,s15_t1.0_a0.2_075.gff
176,158,N,N,2.798,1.553,1.0,0.2,s15_t1.0_a0.2_076.gff
177,63,N,N,2.456,1.340,1.0,0.2,s15_t1.0_a0.2_077.gff
178,109,N,N,2.662,1.401,1.0,0.2,s15_t1.0_a0.2_078.gff
